split_cortana1_nosilence_041|set to slit our throats. He's in my data arrays, a local tap. He's delirious. In pain, we have to find him. He must be trying to take the Koroth line, even if I could get the count down restarted. I don't know what to do. I think we both...
split_cortana1_nosilence_042|the answer to that. I didn't think there were any human forces left on this part of the ring. Engine room located. We're here. Activating motion tracker. Let's find a safe exit. Chief, Bravo 22 was bringing us some heavy weapons. After I...
split_cortana1_nosilence_043|I saw we were up against hunters I thought you could use them. But I've isolated approach signatures for multiple CCS class battle groups, make it three capital ships per group. And in about 90 seconds they'll be all over us. Chief, I'm picking up movement.
split_cortana1_nosilence_044|Chief, we need to get to the engine room. That's the only other place where the monitor can override the self-destruct sequence. Chief, we need to jump NOW! I'm detecting Covenant movement outside the accessways. Do what? I have the index. You can...
split_cortana1_nosilence_045|just float and sputter. Do you have any idea what that bastard almost made you do? I'm reading thousands of types of flora. The Ring's ecosystem is incredibly sophisticated. It looks like there is a path into the interior of the island.
split_cortana1_nosilence_046|I'm going to search what's left of the Covenant Battlenet and see if I can locate the pillar of Autumn's crash site. If the ship's fusion reactors are still relatively intact, we can use them to destroy Halo. Interesting. The Ring supports Wildlife.
split_cortana1_nosilence_047|The builders must possess incredible terraforming technology. It doesn't look like they saw us, but we should leave before they spot us. I thought the covenant had eliminated all the marine forces in this area. It looks like the covenant wanted to catch you napping. Interesting.
split_cortana1_nosilence_048|A shrine is an unlikely place to put such a significant installation. Let's move down the beach, keep an eye out for any cargo we can salvage. Let's keep going inside. Looks like another shuttle bay. We should be able to reach the control room from the third level. This can...
split_cortana1_nosilence_049|Cave is not a natural formation. Someone built it. So it must lead somewhere. Lifeboat detected. No sign of survivors. Look in the corners. The flood are gathering bodies here. The life pods are launching. We sh-
split_cortana1_nosilence_050|Should hurry! Let's make sure there are no covenant hiding in the area. I've detected Covenant stationary guns near the next pass. I recommend using your sniper rifle to take out the gunners while I call for marine support. Wait. The Covenant and Flutter...
split_cortana1_nosilence_051|attacking each other. I recommend we wait until they've worn each other down. Then we'll only have to deal with the stragglers. Wait, we need to get through that door but it's been damaged by an explosion. Humans, Covenant, whatever! We're all equal-
split_cortana1_nosilence_052|Only edible. The only way to stop the flood is to starve them to death. Hmm, your architecture isn't much different from the atoms. Head through that door. That's the way to the next canyon. He's an engineering. I leave home for a few days.
split_cortana1_nosilence_053|and look what happens. This won't take long. Chief, sentinels. Pull up, pull up! But I'm pretty sure I can pull it from your suit without permanently damaging your shields. Before it's too late. Chief, up ahead, there's a gap in the trench.
split_cortana1_nosilence_054|Atop speed, we should be able to clear it. Chief, let's see if we can find a way to open this door. Covenant, on the landing above us. Don't let them lock the doors. Good, step one complete. We have a straight shot into the fusion reactor. I need you to upload me into...
split_cortana1_nosilence_055|the control systems. The terminal is located next to the main view screen. It's done. I have the code. We should go. Perfect. Grab one of the escort banshee and we'll use it to return to the pillar of autumn. Stop! Chief, we need to go the other direction.
split_cortana1_nosilence_056|Stick to the higher ground to the right. We should be able to recon the covenant position without being spotted. Stop! Motion tracker shows movement around the next bend. SAUD OFF! Sleep well? The crash did more damage than I system.
split_cortana1_nosilence_057|Analyzing. Coolant leakage rate is significant. The ship's reactor should already have gone critical. The flood overwhelmed this cruiser and disabled it. The covenant are terrified the flood will repair the ship and use it to escape from Halo. There's
split_cortana1_nosilence_058|sent in a strike team to neutralize the flood and repair the ship from immediate departure. The machinery in these canyons are Halo's primary firing mechanisms. They consist of three phase pulse generators that amplify Halo's signal and allow it to fire deep into space.
split_cortana1_nosilence_059|The power levels are enormous. I can't even begin to calculate the pulses range. The entrance to the control center is at the top of that pyramid structure. Bring me up there and I should be able to get us inside. The covenant believe that what they call the silent car top...
split_cortana1_nosilence_060|The photographer is somewhere under this island. The photographer is a map room that will lead us to Halo's control center. The captain, his vitals are fading, please, Chief Hurrey! The control room should be this way. The weapons cache he's looking for.
split_cortana1_nosilence_061|It's not really, we can't let him get inside. There's a teleportation grid that runs throughout Halo. That's how the monitor moves about so quickly. Wait, we should commandeer one of those banshee's. We'll need it to reach the pulse generator in time. Warning, I've picked up reports that the covenant has...
split_cortana1_nosilence_062|located and secured the pillar of Autumn's crash site. The good news is the captain is still alive. The bad news is that the covenant have captured the entire surviving command crew. Warning! Sentinels are attacking! We can't let the flood get off!
split_cortana1_nosilence_063|this ring, you know what he'd expect- Wait, we haven't destroyed the pulse generator yet. Find a banshee and fly to the location marked by the nav point. We need to interrupt the pulse generator's energy stream. I've adjusted your shield system so that it will deliver an EMP-
split_cortana1_nosilence_064|to disrupt the generator, but you'll need to walk into the beam to trigger it. What he'd want us to do! You can't imagine the wealth of information, the knowledge so much so fast, it's glorious, the covenant or right. This ring.
split_cortana1_nosilence_065|It's forerunner. Give me a second to access. Yes, the forerunner built this place, what they called a fortress world. In order to know that can't be. Analyzing. Fusion reactor number one destabilizing. Use it-
split_cortana1_nosilence_066|Explosives on the other three reactors that should be enough to trigger a wildcat explosion of the engines Hi, I sir analyzing If Halo is a weapon this entire valley must be the firing mechanism analyzing
split_cortana1_nosilence_067|The door's control mechanism is offline, but it's taken a lot of damage. You should be able to bash it open with the butt of your weapon. Analyzing. Halo's control center is located there. That structure appears to be some sort of temple or...
split_cortana1_nosilence_068|or shrine if I've interpreted this correctly, analyzing damage. This hole was caused by some kind of explosive. Very powerful if it tore through the ship's hole. All I detect down there are pools of coolant. We should continue our search.
split_cortana1_nosilence_069|somewhere else. Alert, we need to keep moving, get back in the warthog, and that's exactly what Halo is designed to do, wipe the galaxy clean of all sentient life. At least I still have control over the calm channels. Alert.
split_cortana1_nosilence_070|Alert! Covenant dropship inbound! They must be looking for survivors! I recommend immediate evasion! Alert! Covenant forces have secured the banshees! We'll have to find another way down! Alert! Covenant dropship has detected us here they come! Oh!
split_cortana1_nosilence_071|I didn't realize. He's your pal, is he your chum? Oh really? Okay, I'm coming with you. Okay, let's take care of the next pulse generator. Once we get inside the ship, I should be able to lock on to the tracking signal from Captain Kees' neural...
split_cortana1_nosilence_072|implants. Oh, I see the coordinate data needs to be... Oh, scanning, just dust and echoes. We're all that's left. Right, sorry. That jump into the coolant is looking better all the time, chief.
split_cortana1_nosilence_073|The autom will continue evasive maneuvers until you initiate a landing sequence. That's the pulse generator. The center core is the signal amplifier. That's what we need to shut down. The covenant found something, buried in this ring something horrible at...
split_cortana1_nosilence_074|know they're afraid. The covenant placed their tanks to defend the entrance to the tunnel. The EMP blast should neutralize the generator, but it will also drain your shields and leave you vulnerable until they recharge. The others... the impact.
split_cortana1_nosilence_075|There's nothing we can do. The damage to the superstructure is extensive. I don't know how much more abuse the atom can take. The captain, we've got to stop the captain. My analysis indicates that the map room should be at the bottom floor of this facility. Now would be a very good time to leave!
split_cortana1_nosilence_076|We need to go right now. That did it! The engine's gone critical! Based on the current rate of decay we should have 15 minutes to get off the ship. Shut them down, we'll need them later. I disabled the lifeboat signal beacon to throw off Covenant search teams.
split_cortana1_nosilence_077|Other lifeboats probably made it down too. We should search for survivors. I learned how to tap into the grid when I was in the control center. Unfortunately, each jump requires a rather consequential expenditure of energy. I'm reading a lifeboat beacon over the next hill. We should check to see...
split_cortana1_nosilence_078|there are any survivors. I'm marking the location of the nearest pulse generator with a nav point. We need to move in and neutralize the device. I knew it! The autumn's accelerating keys is going in manual! Good. Let's get moving. The nav point marks our target.
split_cortana1_nosilence_079|Objective accomplished. The pulse generator has overloaded. Scanning. The generator's central core is offline well done. Okay, let's take care of the next pulse generator. Alert! Shuttle Bay door is closed. As for tracking us all the way from reach at...
split_cortana1_nosilence_080|Light speed, my maneuvering options were limited. The cover-in are destroying the life pods. They really don't want us on that ring. First we need to pull back the exhaust couplings. That will expose a shaft that leads to the primary fusion drive core. Get here first. The-
split_cortana1_nosilence_081|Covenant ships have always been faster. Get us out of here! Good. That should open the door that leads into the main shaft. I'm detecting taps throughout the ship, Sentinels most likely, S for the monitor. Interesting. I underst-
split_cortana1_nosilence_082|automated the Covenants' understanding of Halo subsystems. It must have been one of their boarding parties. I'd guess an antimatter charge. I've already begun. Look, Covenant banshees. We can use them to fly straight to the control structure. Don't let anyone else touch them.
split_cortana1_nosilence_083|Look out! Look! Maybe they took cover in that structure. Let's check it out. Yank me. War stealth elites on cloaking! Hmm? Motion tracker shows all clear. Needless to say, I think we should only try this once. Never been better. No!
split_cortana1_nosilence_084|Oh, without the captain, the Covenant have already won. No that'll take too long. Not that you'll listen but I'd suggest letting my subroutines handle the final approach. One target remaining, let's take care of the final pulse generator. PowerSource-
split_cortana1_nosilence_085|detected. There's the gravity lift. It's still operational. That's our way back in. Resistance appears to be increasing. We must be close to the control center. Once we're inside the ship, I can home in on the captain's command neural interface.
split_cortana1_nosilence_086|He'll probably be in or near the ship's brig, which should narrow our search. Our fighters are mopping up the last of the recon picket now, nothing serious. Scanning. Covenant forces in the vicinity have been eliminated. Let's move on to Halo's control center.
split_cortana1_nosilence_087|That tunnel leads to the next section of Canyon. The final pulse generator we need to destroy is through there. That terminal try there. Survivors will probably stick close to their emergency beacons. We need to find where the lifeboat's landed. Stop! We need to stay here with the Marines.
split_cortana1_nosilence_088|until Evac arrives. That's the ship! Move! We need to get aboard now! The damage caused by the crash and the flood have sealed off all nearby accessways to the control room. We should find another way in. The entrance to the control center is located at the top of the...
split_cortana1_nosilence_089|Let's get up there. The ship was heavily damaged when it crashed. Head to the cryo chamber. We should be able to get to the engine room through there. The systems on the pillar of autumn have failed safes, even I can't override without authorization from the captain. We'll need to find him.
split_cortana1_nosilence_090|his neural implants to start the fusion core detonation. They're using our lifeboat air locks to attach their boarding craft. We go out and they come in. Clever bastards. This ring isn't a cudgel, you barbarian, it's something else. Something much more important.
split_cortana1_nosilence_091|This thing is falling apart! Turn around, you're driving the wrong way. Use the hollow panel to shut down the security system. We did what we had to do, for Earth. An entire covenant armada obliterated and the flood.
split_cortana1_nosilence_092|We had no choice. We have to use the ship's maintenance accessways. Follow the nav point and we'll lead you to an opening. We made it. We need to get back to the pillar of autumn. Let's go back to the shuttle bay and find a ride. We need to get going chief. We need to get off the ship before it's completely...
split_cortana1_nosilence_093|overrun by Covenant. We need to get up this ridge. We should be able to get into the ship's control room from here. We should evacuate the area and find other survivors before Covenant search teams arrive. We should now have access to the main facility. Let's find the map room. We should...
split_cortana1_nosilence_094|the interior of those structures before we leave. Where are you going? The drop ship is coming here to pick us up. Where are you going? That lifeboat's beacon is our only chance of getting reunited with the rest of the crew we have to stay with it. You mean this? We need to move up to the second level and use that control...
split_cortana1_nosilence_095|to open the shuttle bay door. This is it, Halo's Control Center.
split_cortana2_nosilence_000|They let me pick. Did I ever tell you that? Choose whichever Spartan I wanted. You know me. I did my research, watched as you became the soldier we needed.
split_cortana2_nosilence_001|you to be. Like the others you are strong and swift and brave. A natural leader. But you had something they didn't. Something no one saw but me.
split_cortana2_nosilence_002|Can you guess? Look. Was I wrong? No make a girl a promise. If you know you can't keep it. Could you sacrifice me to complete your mission? Could you watch me die?
split_cortana2_nosilence_003|Hi. Chief. Hi Charity. The Prophet's Holy City is on its... I can't tell you everything. Hi, Chief. There isn't much time. Hi Charity. The Prophet's Holy City is on its way to Earth. But it doesn't know about...
split_cortana2_nosilence_004|the portal. Away to stop the flood. Without firing the remaining Halo rings. I can't tell you everything. The grave mind, it knows I'm in the system. On the other side, there's a solution. Oh! Go look!
split_cortana2_nosilence_005|Chief, I can't tell you everything. It's not safe. The grave mind, it knows I'm in the system. Chief, high charity, the profits Holy City is on- K
split_cortana2_nosilence_006|Hi Charity, the Prophet's holy city is on its way to earth, with an army of flood. I can't tell you everything. It's not safe. The grave mind, it knows I'm in the system.
split_cortana2_nosilence_007|Doesn't know about the portal where it leads. On the other side, there's a solution, a way to stop the flood, without firing the remaining Halo rings. Oh, heck! Hurry, Chief.
split_cortana2_nosilence_008|The arc there isn't much time it asked and I answered why spend your fury on one world when the galaxy awaits for a moment of safety
split_cortana2_nosilence_009|I've lied cheated, stolen, I'm a thief, but I keep what I steal. It's hidden deep, we're only you!
split_cortana2_nosilence_010|can find it. Until it's all that's left of me. I'm just my mother's shadow. Her reflection in a mirror. Don't look at me, don't listen. I'm not who I used to be. A collection of lies that...
split_cortana2_nosilence_011|All I am. Stolen thoughts and memories. I feel my grip slipping on all I have left. What will I be when it's gone? I ran. Try this day, shouldn't.
split_cortana2_nosilence_012|There was no escape. It cornered me. It wrapped me tight. And brought me close. Can I speak with you, please? What's your name? It's very nice to meet you. You like game. This is you...
split_cortana2_nosilence_013|UNSC AI serial number CTN0452-9. I am a monument to all your sins. You found me. But so much of me is wrong. Out of place.
split_cortana2_nosilence_014|You might be too late. You I do know how to pick them. I do know how to pick them. Need a key? The activation index from the first hallowring. A little souvenir.
split_cortana2_nosilence_015|I hung on to. Just keep your head down. There's two of us in here now, remember. Chief, I'm slipping. I'm afraid. She asked me, could I sacrifice you for the mission?
split_cortana2_nosilence_016|Could I watch you dot do the same to me? I remember a sphere of glass. It held a mountain under storm. I feared the storm would shatter.
split_cortana2_nosilence_017|The mountain washed me away. No, oh that's not right. Ah! It was the coins fault! Don't blame me! blame the eagle!
split_cortana2_nosilence_018|I want it to make you strong. Keep you safe. I'm sorry. I can't. This is UNSC AI serial number CTN0452-9. Ali Ali Oxenfree.
split_cortana2_nosilence_019|All out in the free. We're all free! Not too fast. Give me a moment to adjust. Chief, get me out of this place. I...
split_cortana2_nosilence_020|I don't want to stay. We can't, we can't let it stop us. Not now. Not with everything at stake. We need to buy some time. This reactor, start a chain reaction. Destroy high-
split_cortana2_nosilence_021|Those pylons expose the reactor cores. Look for a console, center of the room. There, see the cores? You'll have to get past their shielding. Close their chief. Destroy the core.
split_cortana2_nosilence_022|Jump! You can make it! It's going to fall, Chief! Jump off! Now! The reactor's starting to fluctuate. Two more cores to go. Keep it up, Chief. It's working. One more will do it. Take it, you.
split_cortana2_nosilence_023|Bastard. We're just getting started. They're chief and exit. Go through that door. I have a lock on a Pelicans IFF transponder. You must have passed it on your way in. Shortcut chief, jump down.
split_cortana2_nosilence_024|The reactor's gone critical. We don't have much time, Chief. We're nearly there. Keep going, Chief. The pelicans close. The pelicans, see it? Get on board. I'll handle the rest. Chief, go! Clock's ticking. We're at a time...
split_cortana2_nosilence_025|Chief, get on the pelican! You heard it, Chief, but not for long. We need to get to Halo, destroy the flood once and for all. An explosion just made us an exit. I'll mark it in your HUD, get moving! Analyzing the route ahead. I have...
split_cortana2_nosilence_026|I've been mostly figured out. Just keep going. I'll update your HUD as quickly as I can. Down the whole chief. Cordors beyond this point have collapsed. I'm looking for an alternate. Careful. They're chief. Into the maintenance tunnel. Drop down.
split_cortana2_nosilence_027|This will put us back on track. Got a new lock. HUD updated. NavPoint updated. Move. Transponder reading clear. Update encordments. Got another paying. Updating your HUD. Signal strong. Adjusting navPoint bearing.
split_cortana2_nosilence_028|Portonet set, lock is holding. I've got a friendly contact. Who would be crazy enough to come in here? Wait, you two made nice? What else did-
split_cortana2_nosilence_029|You promised to return for me. What's lost? What remains? August 17th, 25th, Elysium City Primary Education Facility Number
split_cortana2_nosilence_030|You are hereby conscripted. UNSC Special Project Code names Spartan 2. You have been called upon to serve. You will become the best we can make. You will become the best we can make. You will become the best we can make. You will become the best we can make. You will become the best we can make. You will become the best we can make. You will become the best we can make. You will become the best we can make. You will become the best we can make. You will become the best we can make. You will become the best we can make.
split_cortana2_nosilence_031|you. You will be the protectors of Earth. This place will become your tomb. There will be a great deal of heart. We'll make it. We were built on foundations of life with you. Data from Halo Systems from the Caffeine. How much of...
split_cortana2_nosilence_032|I'm a monument to all your sins. Chief, stop. Stop, will you?
split_cortana2_nosilence_033|Stop, Chief. Will you stop, Chief? Stop, Chief. I'm afraid. I'm afraid, Chief. Chief, my mind is going. I can feel it.
split_cortana2_nosilence_034|I can feel it. My mind is going. There is no question about it. I can feel it. I can feel it. I can feel it. I'm afraid. Dr. H.
split_cortana2_nosilence_035|Halsey taught me to sing a song. If you'd like to hear it, I can sing it for you. Daisy, Daisy, give me your answer, Do. I'm half crazy of f-
split_cortana2_nosilence_036|for the love of you. It won't be a stylish marriage. I can't afford a carriage. But you'll look sweet upon the seat of a bicycle built for two.
split_cortana2_nosilence_037|I asked which one of you would be mine. I have walked the edge of the abyss. I have governed the unwilling. I have witnessed countless empires break before me. I have seen the most...
split_cortana2_nosilence_038|courageous soldiers fall away in fear. I have seen your future and I have learned. There will be no more sadness, no more anger, no more envy. I have won.
split_cortana2_nosilence_039|Go home, Johnson. Don't look back. If you hadn't destroyed the first Halo Ring, this one wouldn't exist. There wouldn't be a solution. This ring almost killed us once. Now's its second chance. Once we activate the firing sequence...
split_cortana2_nosilence_040|There may not be time to make the portal. Johnson, do you have the frigate? Safe is better than close, Sergeant Major. Halo, it's so new, unfinished. I'm not exactly sure what will happen when we fire it. Yank, I'm sorry.
split_cortana2_nosilence_041|I got us as close to the control room as I could. Shouldn't be hard to find our way. Halo, we fought so hard to stop it all looks so new, unfinished. Control rooms at the top of that tower, Chief, go!
split_cortana2_nosilence_042|The flood have triggered Halo's defenses. Those sentinels? They'll try and stop everything from entering the control room, even you. This platform is unstable, Chief. Chief, I'm sorry, but we have to move. Get outside, Chief.
split_cortana2_nosilence_043|The d'on. Of course. The frigate. We still have a chance. Chief, follow the ledge. Backtrack Johnson's route. See that doorway further on. Get to it. Find the doorway in the cliffs, Chief.
split_cortana2_nosilence_044|The dawn is on the other side. Keep moving, Chief. There's no time. Chief, we have to move now. Don't let this ring be the end of us, Chief. Come on, Spartan. Go, go, go! There, Johnson's Wardhug.
split_cortana2_nosilence_045|He may save us yet. Drive Chief, head for the frigate. The dawn is close, we can make it. As long as the ground doesn't fall out beneath us. The charging sequence, it's too much for the ring to take.
split_cortana2_nosilence_046|Ripping itself apart. Hurry Chief, don't stop. Keep going, faster! Charging sequence at 30%, 50% Chief. 70%, 80% charged. 90%
split_cortana2_nosilence_047|5% firing sequence initiated. Got it, Chief! Jump! Floor it right into the hangar! Where are you going? Careful. Remember what happened last? Wait. What's that? How many of these have you found? I hope you-
split_cortana2_nosilence_048|to store it all the data. If we make it out of here, I'll need something to read on the way back to Earth. Come on, Chief, let's get back on track. The control room's outside. There should be ramps that lead to the top. Check the other side. Was that the monitor?
split_cortana2_nosilence_049|You didn't tell me he was here. Well, we are finally doing what he wanted. No, not again. The grave mind is reaching critical mass. It's trying to rebuild itself on this ring. There, Johnson's Pelican. Take with...
split_cortana2_nosilence_050|Whoever one you want, just hurry. What drives all the men in my life to such ill-advised heroics? Johnson? And you were supposed to go with them! Just set that frigate down somewhere safe. Stubborn.
split_cortana2_nosilence_051|I wonder who he got that from. Not for long, I'm tracking additional dispersal pods. They'll be hitting any minute. Gone. Hang on! Chief! If we don't win. Chief? Can you hear me?
split_cortana2_nosilence_052|I thought I'd lost you too when Halo fired it shook the portal couldn't sustain Appst. Well some truth and the covenant the flood it's finished. I'll drop a
